comp,year,discp,seg,skname,nat,elen,eles,lvl,bl,dg,ur,ue,we,iv,ele,bv,goe,goej1,goej2,goej3,goej4,goej5,goej6,goej7,goej8,goej9,ets
owg,2018,1,1,Evgenia MEDVEDEVA,OAR,1,3F+3T,-,0,0,0,0,0,0,3F+3T,9.60,1.40,2,2,3,2,2,2,2,2,2,11.00
owg,2018,1,1,Evgenia MEDVEDEVA,OAR,2,3Lz,-,0,0,0,0,0,0,3Lz,6.00,1.60,2,3,3,2,2,2,2,2,3,7.60
owg,2018,1,1,Evgenia MEDVEDEVA,OAR,3,FCCoSp,4,0,0,0,0,0,0,FCCoSp4,3.50,1.07,2,2,3,3,1,2,2,2,2,4.57
owg,2018,1,1,Evgenia MEDVEDEVA,OAR,4,StSq,4,0,0,0,0,0,0,StSq4,3.90,2.00,2,3,3,3,2,3,3,3,3,5.90
owg,2018,1,1,Evgenia MEDVEDEVA,OAR,5,3F,-,1,0,0,0,0,0,3F,5.83,1.90,3,3,3,3,3,2,2,2,3,7.73
owg,2018,1,1,Evgenia MEDVEDEVA,OAR,6,3Lo,-,1,0,0,0,0,0,3Lo,5.61,1.70,3,2,3,3,3,2,2,2,2,7.31
owg,2018,1,1,Evgenia MEDVEDEVA,OAR,7,2A+2T+2T,-,1,0,0,0,0,0,2A+2T+2T,6.49,0.79,1,1,3,2,2,1,2,1,2,7.28
owg,2018,1,1,Alina ZAGITOVA,OAR,1,ChSq,1,0,0,0,0,0,0,ChSq1,2.00,1.70,2,3,3,3,2,2,3,2,2,3.70
owg,2018,1,1,Alina ZAGITOVA,OAR,2,FCSp,4,0,0,0,0,0,0,FCSp4,3.20,1.07,2,2,3,2,2,2,2,2,3,4.27
owg,2018,1,1,Alina ZAGITOVA,OAR,3,StSq,4,0,0,0,0,0,0,StSq4,3.90,1.80,2,2,3,3,2,3,3,3,2,5.70
owg,2018,1,1,Alina ZAGITOVA,OAR,4,3Lz,-,1,0,0,0,0,0,3Lz,6.60,0.50,1,0,2,1,0,1,0,1,1,7.10
owg,2018,1,1,Alina ZAGITOVA,OAR,5,2A+3T,-,1,0,0,0,0,0,2A+3T,8.36,1.40,2,2,2,2,1,2,2,2,2,9.76
owg,2018,1,1,Alina ZAGITOVA,OAR,6,3F+2T+2Lo,-,1,0,0,0,0,0,3F+2T+2Lo,9.24,1.20,2,2,3,2,2,1,1,1,2,10.44
owg,2018,1,1,Alina ZAGITOVA,OAR,7,LSp,4,0,0,0,0,0,0,LSp4,2.70,1.07,2,2,3,3,1,2,2,2,2,3.77
owg,2018,1,1,Kaetlyn OSMOND,CAN,1,3F+3T,-,0,0,0,0,0,0,3F+3T,9.60,1.90,3,2,3,2,3,2,3,3,3,11.50
owg,2018,1,1,Kaetlyn OSMOND,CAN,2,2A+3T,-,0,0,0,0,0,0,2A+3T,7.60,1.90,3,3,3,2,3,2,2,3,3,9.50
owg,2018,1,1,Kaetlyn OSMOND,CAN,3,3Lz,-,0,0,0,1,0,0,3Lz,6.00,-1.40,-1,-2,-2,-2,-2,-2,-2,-2,-2,4.60
owg,2018,1,1,Kaetlyn OSMOND,CAN,4,FCCoSp,4,0,0,0,0,0,0,FCCoSp4,3.50,0.79,2,2,3,1,2,1,2,1,1,4.29
owg,2018,1,1,Kaetlyn OSMOND,CAN,5,LSp,4,0,0,0,0,0,0,LSp4,2.70,1.14,3,3,3,2,2,2,2,2,2,3.84
owg,2018,1,1,Kaetlyn OSMOND,CAN,6,3Lo,-,1,0,0,0,0,0,3Lo,5.61,1.50,3,2,3,2,2,2,2,2,2,7.11
owg,2018,1,1,Kaetlyn OSMOND,CAN,7,3F,-,1,0,0,0,0,0,3F,5.83,1.80,3,2,3,2,3,1,2,3,3,7.63
owg,2018,1,1,Satoko MIYAHARA,JPN,1,3Lo,-,0,0,0,0,0,0,3Lo,5.10,1.00,2,2,1,1,1,1,2,2,1,6.10
owg,2018,1,1,Satoko MIYAHARA,JPN,2,3Lz+3T,-,0,0,0,0,0,0,3Lz+3T,10.30,1.00,1,1,1,1,0,2,2,2,2,11.30
owg,2018,1,1,Satoko MIYAHARA,JPN,3,3F,-,0,0,0,0,0,0,3F,5.30,0.70,1,1,1,1,0,1,1,2,1,6.00
owg,2018,1,1,Satoko MIYAHARA,JPN,4,FCSp,4,0,0,0,0,0,0,FCSp4,3.20,0.93,2,2,2,2,1,2,2,1,2,4.13
owg,2018,1,1,Satoko MIYAHARA,JPN,5,CCoSp,4,0,0,0,0,0,0,CCoSp4,3.50,0.86,2,1,3,1,1,2,2,2,2,4.36
owg,2018,1,1,Satoko MIYAHARA,JPN,6,StSq,4,0,0,0,0,0,0,StSq4,3.90,1.50,2,2,3,2,2,2,2,3,2,5.40
owg,2018,1,1,Satoko MIYAHARA,JPN,7,3Lz+2T+2Lo,-,1,0,0,0,0,0,3Lz+2T+2Lo,10.01,0.60,1,1,0,1,0,1,1,1,1,10.61
owg,2018,1,1,Carolina KOSTNER,ITA,1,3Lz,-,0,0,0,0,0,0,3Lz,6.00,1.50,2,2,3,2,3,2,2,2,2,7.50
owg,2018,1,1,Carolina KOSTNER,ITA,2,3F,-,0,0,0,0,0,0,3F,5.30,-1.50,-3,-1,-3,-2,-2,-2,-2,-2,-2,3.80
owg,2018,1,1,Carolina KOSTNER,ITA,3,3Lo,-,0,0,0,0,0,0,3Lo,5.10,0.70,1,2,-1,2,0,1,1,1,1,5.80
owg,2018,1,1,Carolina KOSTNER,ITA,4,FCSp,4,0,0,0,0,0,0,FCSp4,3.20,1.00,2,2,2,2,1,2,2,2,2,4.20
owg,2018,1,1,Carolina KOSTNER,ITA,5,FCCoSp,4,0,0,0,0,0,0,FCCoSp4,3.50,1.00,2,2,3,2,2,2,2,2,2,4.50
owg,2018,1,1,Carolina KOSTNER,ITA,6,3T,-,1,0,0,0,0,0,3T,4.73,0.00,-1,0,-1,0,0,1,0,0,1,4.73
owg,2018,1,1,Carolina KOSTNER,ITA,7,2A+1Lo+3S,-,1,0,1,0,0,0,2A+1Lo<+3S,8.91,-0.70,-1,-1,-2,-1,-1,-1,-1,-1,0,8.21
owg,2018,1,1,Kaori SAKAMOTO,JPN,1,3F+3T,-,0,0,0,0,0,0,3F+3T,9.60,1.20,1,2,2,2,2,1,2,2,1,10.80
owg,2018,1,1,Kaori SAKAMOTO,JPN,2,3S,-,0,0,0,0,0,0,3S,4.40,0.90,2,1,2,1,1,1,2,1,1,5.30
owg,2018,1,1,Kaori SAKAMOTO,JPN,3,StSq,4,0,0,0,0,0,0,StSq4,3.90,1.20,1,2,2,2,2,1,3,2,1,5.10
owg,2018,1,1,Kaori SAKAMOTO,JPN,4,FSSp,4,0,0,0,0,0,0,FSSp4,3.00,0.64,1,1,2,1,1,2,1,1,2,3.64
owg,2018,1,1,Kaori SAKAMOTO,JPN,5,3Lz,-,1,0,0,0,1,0,3Lze,4.62,-0.60,-1,-1,-1,-1,-1,1,-1,-2,0,4.02
owg,2018,1,1,Kaori SAKAMOTO,JPN,6,3F+2T,-,1,0,0,0,0,0,3F+2T,7.26,0.70,1,1,1,1,1,1,2,1,1,7.96
owg,2018,1,1,Kaori SAKAMOTO,JPN,7,CCoSp,4,0,0,0,0,0,0,CCoSp4,3.50,1.00,2,2,2,2,2,2,2,2,2,4.50
owg,2018,1,1,Maria SOTSKOVA,OAR,1,3Lz+3T,-,0,0,0,0,0,0,3Lz+3T,10.30,0.80,1,2,1,1,0,1,1,2,1,11.10
owg,2018,1,1,Maria SOTSKOVA,OAR,2,3F,-,0,0,0,0,0,0,3F,5.30,1.00,1,2,1,2,2,2,1,1,1,6.30
owg,2018,1,1,Maria SOTSKOVA,OAR,3,LSp,4,0,0,0,0,0,0,LSp4,2.70,0.64,1,2,1,2,1,1,2,1,1,3.34
owg,2018,1,1,Maria SOTSKOVA,OAR,4,StSq,3,0,0,0,0,0,0,StSq3,3.30,0.86,1,2,2,2,1,2,2,2,1,4.16
owg,2018,1,1,Maria SOTSKOVA,OAR,5,3Lo,-,1,0,0,0,0,0,3Lo,5.61,0.70,1,1,1,1,1,1,1,2,1,6.31
owg,2018,1,1,Maria SOTSKOVA,OAR,6,3F+1Lo+2S,-,1,0,0,0,0,0,3F+1Lo+2S,7.81,0.50,0,2,0,0,1,1,1,1,1,8.31
owg,2018,1,1,Maria SOTSKOVA,OAR,7,3Lz,-,1,0,0,0,0,0,3Lz,6.60,0.80,1,1,1,0,2,1,2,2,0,7.40
owg,2018,1,1,Dabin CHOI,KOR,1,3Lz,-,0,0,0,0,0,0,3Lz,6.00,0.00,1,0,0,0,-1,0,0,0,0,6.00
owg,2018,1,1,Dabin CHOI,KOR,2,3F,-,0,0,0,0,0,0,3F,5.30,0.70,1,1,2,1,1,1,1,1,1,6.00
owg,2018,1,1,Dabin CHOI,KOR,3,2A+3T,-,0,0,0,0,0,0,2A+3T,7.60,0.70,1,1,1,1,1,1,2,1,1,8.30
owg,2018,1,1,Dabin CHOI,KOR,4,FCSp,4,0,0,0,0,0,0,FCSp4,3.20,0.50,1,1,1,1,1,1,1,0,1,3.70
owg,2018,1,1,Dabin CHOI,KOR,5,StSq,3,0,0,0,0,0,0,StSq3,3.30,0.50,1,1,1,1,1,1,2,1,1,3.80
owg,2018,1,1,Dabin CHOI,KOR,6,3Lo,-,1,0,0,0,0,0,3Lo,5.61,0.70,1,1,2,1,1,1,1,0,1,6.31
owg,2018,1,1,Dabin CHOI,KOR,7,3Lz+3T+2T,-,1,0,0,0,0,0,3Lz+3T+2T,12.76,0.40,1,0,1,1,1,0,2,0,0,13.16
owg,2018,1,1,Bradie TENNELL,USA,1,3Lz+3T,-,0,0,0,0,0,0,3Lz+3T,10.30,1.10,1,1,1,2,1,2,2,2,2,11.40
owg,2018,1,1,Bradie TENNELL,USA,2,2A,-,0,0,0,0,0,0,2A,3.30,0.86,2,2,1,1,2,2,2,2,1,4.16
owg,2018,1,1,Bradie TENNELL,USA,3,3F,-,0,0,0,0,0,0,3F,5.30,0.70,1,1,1,1,1,1,2,1,1,6.00
owg,2018,1,1,Bradie TENNELL,USA,4,LSp,4,0,0,0,0,0,0,LSp4,2.70,1.00,2,2,2,2,2,2,2,2,2,3.70
owg,2018,1,1,Bradie TENNELL,USA,5,StSq,4,0,0,0,0,0,0,StSq4,3.90,1.10,1,1,1,1,2,2,2,2,2,5.00
owg,2018,1,1,Bradie TENNELL,USA,6,2A+3T,-,1,0,1,0,0,0,2A+3T<,6.93,-1.36,-3,-3,-3,-3,-2,-3,-3,-2,-2,5.57
owg,2018,1,1,Bradie TENNELL,USA,7,3Lz,-,1,0,1,0,0,0,3Lz<,4.62,-2.00,-3,-3,-3,-3,-2,-3,-3,-3,-2,2.62
owg,2018,1,1,Hanul KIM,KOR,1,3Lz+3T,-,0,0,0,0,0,0,3Lz+3T,10.30,0.60,1,1,1,0,0,1,2,1,1,10.90
owg,2018,1,1,Hanul KIM,KOR,2,2A+3T,-,0,0,0,0,0,0,2A+3T,7.60,0.80,1,1,1,1,1,2,2,1,1,8.40
owg,2018,1,1,Hanul KIM,KOR,3,3F,-,0,0,0,1,0,0,3F,5.30,-1.50,-3,-2,-3,-2,-2,-2,-2,-2,-2,3.80
owg,2018,1,1,Hanul KIM,KOR,4,CCoSp,4,0,0,0,0,0,0,CCoSp4,3.50,0.71,1,2,2,1,1,2,2,1,1,4.21
owg,2018,1,1,Hanul KIM,KOR,5,FSSp,4,0,0,0,0,0,0,FSSp4,3.00,0.36,1,1,1,0,0,1,1,0,1,3.36
owg,2018,1,1,Hanul KIM,KOR,6,StSq,3,0,0,0,0,0,0,StSq3,3.30,0.57,0,1,1,1,1,1,2,2,1,3.87
owg,2018,1,1,Hanul KIM,KOR,7,3Lo,-,1,0,0,0,0,0,3Lo,5.61,0.60,1,0,1,1,0,1,1,1,1,6.21
owg,2018,1,1,Karen CHEN,USA,1,3Lz,-,0,0,0,0,0,0,3Lz,6.00,0.50,0,1,0,1,1,1,2,0,1,6.50
owg,2018,1,1,Karen CHEN,USA,2,3F,-,0,0,0,1,0,0,3F,5.30,-0.60,-1,-1,-2,-1,-1,-1,0,-1,0,4.70
owg,2018,1,1,Karen CHEN,USA,3,StSq,4,0,0,0,0,0,0,StSq4,3.90,1.30,2,2,1,2,1,2,2,2,2,5.20
owg,2018,1,1,Karen CHEN,USA,4,FCCoSp,4,0,0,0,0,0,0,FCCoSp4,3.50,0.64,1,2,1,1,1,1,2,2,1,4.14
owg,2018,1,1,Karen CHEN,USA,5,2A+1Lo+3S,-,1,0,1,0,0,0,2A+1Lo+3S<,7.59,-0.29,0,-1,-1,-1,0,-1,0,-1,0,7.30
owg,2018,1,1,Karen CHEN,USA,6,3Lz+2T,-,1,0,0,0,0,0,3Lz+2T,8.03,-0.20,1,0,-1,-1,-1,1,0,0,-1,7.83
owg,2018,1,1,Karen CHEN,USA,7,3Lo,-,1,0,1,0,0,0,3Lo<,3.96,-2.10,-3,-3,-3,-3,-3,-3,-3,-3,-3,1.86
owg,2018,1,1,Mirai NAGASU,USA,1,A,-,0,0,0,0,0,0,A,0.00,0.00,-,-,-,-,-,-,-,-,-,0.00
owg,2018,1,1,Mirai NAGASU,USA,2,3F+3T,-,0,0,0,0,0,0,3F+3T,9.60,1.00,2,1,1,1,1,1,2,2,2,10.60
owg,2018,1,1,Mirai NAGASU,USA,3,3S,-,0,0,0,0,0,0,3S,4.40,0.90,1,2,1,1,0,2,1,2,1,5.30
owg,2018,1,1,Mirai NAGASU,USA,4,CCoSp,3,0,0,0,0,0,0,CCoSp3,3.00,1.00,2,2,2,2,1,2,2,2,2,4.00
owg,2018,1,1,Mirai NAGASU,USA,5,FCSp,4,0,0,0,0,0,0,FCSp4,3.20,0.50,1,1,1,1,1,1,0,1,1,3.70
owg,2018,1,1,Mirai NAGASU,USA,6,2A+3T+2T,-,0,0,0,0,0,0,2A+3T+2T,8.90,0.80,1,2,1,1,2,1,1,1,1,9.70
owg,2018,1,1,Mirai NAGASU,USA,7,1Lz,-,1,0,0,0,0,0,1Lz,0.66,-0.16,-3,-2,-3,0,-1,-1,-2,-1,-1,0.50
owg,2018,1,1,Elizabet TURSYNBAEVA,KAZ,1,3Lo,-,0,0,0,0,0,0,3Lo,5.10,0.70,1,1,1,1,1,2,1,0,1,5.80
owg,2018,1,1,Elizabet TURSYNBAEVA,KAZ,2,3Lz,-,0,0,0,0,0,0,3Lz,6.00,-2.10,-3,-3,-3,-3,-3,-3,-3,-3,-3,3.90
owg,2018,1,1,Elizabet TURSYNBAEVA,KAZ,3,3F,-,0,0,1,0,0,0,3F<,3.70,-0.70,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.00
owg,2018,1,1,Elizabet TURSYNBAEVA,KAZ,4,FCSp,3,0,0,0,0,0,0,FCSp3,2.80,0.00,0,0,0,0,0,1,0,0,0,2.80
owg,2018,1,1,Elizabet TURSYNBAEVA,KAZ,5,ChSq,1,0,0,0,0,0,0,ChSq1,2.00,0.80,1,1,2,2,1,1,1,1,1,2.80
owg,2018,1,1,Elizabet TURSYNBAEVA,KAZ,6,3S+3T,-,0,0,0,0,0,0,3S+3T,8.70,0.80,1,2,1,1,1,2,1,1,0,9.50
owg,2018,1,1,Elizabet TURSYNBAEVA,KAZ,7,2A+3T,-,1,0,0,0,0,0,2A+3T,8.36,0.70,1,1,1,1,1,1,2,1,1,9.06
owg,2018,1,1,Loena HENDRICKX,BEL,1,3Lz,-,0,0,0,0,0,0,3Lz,6.00,1.00,1,1,1,2,2,1,2,2,1,7.00
owg,2018,1,1,Loena HENDRICKX,BEL,2,3F+2T,-,0,0,0,0,0,0,3F+2T,6.60,0.00,0,0,0,0,0,0,1,0,-1,6.60
owg,2018,1,1,Loena HENDRICKX,BEL,3,2A,-,0,0,0,0,0,0,2A,3.30,0.21,1,0,0,1,0,0,1,1,0,3.51
owg,2018,1,1,Loena HENDRICKX,BEL,4,3F,-,0,0,0,0,0,0,3F,5.30,0.40,-1,1,1,1,0,1,1,1,-1,5.70
owg,2018,1,1,Loena HENDRICKX,BEL,5,CCoSp,4,0,0,0,0,0,0,CCoSp4,3.50,0.79,1,2,1,2,1,2,2,2,1,4.29
owg,2018,1,1,Loena HENDRICKX,BEL,6,StSq,4,0,0,0,0,0,0,StSq4,3.90,1.20,2,2,1,2,1,2,2,2,1,5.10
owg,2018,1,1,Loena HENDRICKX,BEL,7,3S+2T+2Lo,-,1,0,0,0,0,0,3S+2T+2Lo,8.25,-0.10,0,0,-1,0,0,0,-1,0,0,8.15
owg,2018,1,1,Nicole RAJICOVA,SVK,1,2A+3T,-,0,0,0,0,0,0,2A+3T,7.60,0.70,1,1,1,1,1,1,1,0,1,8.30
owg,2018,1,1,Nicole RAJICOVA,SVK,2,3F,-,0,0,0,0,0,0,3F,5.30,0.70,1,2,1,1,1,1,1,1,1,6.00
owg,2018,1,1,Nicole RAJICOVA,SVK,3,3Lz+2T,-,0,0,1,0,0,0,3Lz<+2T,5.50,-0.80,-1,-2,-1,-1,-1,-2,-1,-1,-1,4.70
owg,2018,1,1,Nicole RAJICOVA,SVK,4,FCSp,4,0,0,0,0,0,0,FCSp4,3.20,0.64,1,2,1,2,1,1,2,1,1,3.84
owg,2018,1,1,Nicole RAJICOVA,SVK,5,ChSq,1,0,0,0,0,0,0,ChSq1,2.00,0.70,1,1,1,1,0,1,1,1,1,2.70
owg,2018,1,1,Nicole RAJICOVA,SVK,6,3Lz,-,1,0,1,0,0,0,3Lz<,4.62,-0.80,-1,-2,-1,-1,-1,-2,-1,-1,-1,3.82
owg,2018,1,1,Nicole RAJICOVA,SVK,7,3Lo+2T+2Lo,-,1,0,0,0,0,0,3Lo+2T+2Lo,9.02,0.10,1,1,0,0,0,0,-1,0,0,9.12
owg,2018,1,1,Kailani CRAINE,AUS,1,3Lz+2T,-,0,0,0,0,0,0,3Lz+2T,7.30,0.00,0,0,0,0,1,0,0,0,0,7.30
owg,2018,1,1,Kailani CRAINE,AUS,2,3F,-,0,0,0,0,0,0,3F,5.30,0.20,1,1,0,1,0,0,0,0,0,5.50
owg,2018,1,1,Kailani CRAINE,AUS,3,3Lz,-,0,0,1,0,0,0,3Lz<,4.20,-0.80,-1,-2,-1,-1,-1,-2,-1,-1,-1,3.40
owg,2018,1,1,Kailani CRAINE,AUS,4,FCCoSp,4,0,0,0,0,0,0,FCCoSp4,3.50,0.36,1,1,1,1,0,0,1,0,1,3.86
owg,2018,1,1,Kailani CRAINE,AUS,5,CCoSp,4,0,0,0,0,0,0,CCoSp4,3.50,0.29,1,0,1,1,1,0,0,0,1,3.79
owg,2018,1,1,Kailani CRAINE,AUS,6,3Lo+1Lo+3S,-,1,0,1,0,0,0,3Lo+1Lo+3S<,9.57,-0.70,-1,-1,-1,-1,-1,-1,-1,0,-1,8.87
owg,2018,1,1,Kailani CRAINE,AUS,7,3Lo,-,1,0,0,0,0,0,3Lo,5.61,0.40,1,1,0,1,1,1,0,0,0,6.01
owg,2018,1,1,Nicole SCHOTT,GER,1,3F,-,0,0,0,0,0,0,3F,5.30,0.90,2,1,1,1,2,1,2,1,1,6.20
owg,2018,1,1,Nicole SCHOTT,GER,2,3T+3T,-,0,0,0,0,0,0,3T+3T,8.60,0.00,0,0,-1,0,0,0,0,0,0,8.60
owg,2018,1,1,Nicole SCHOTT,GER,3,3F+REP,-,0,0,1,0,0,0,3F<+REP,2.59,-1.30,-2,-2,-1,-2,-1,-2,-2,-2,-2,1.29
owg,2018,1,1,Nicole SCHOTT,GER,4,3S+2T,-,0,0,0,0,0,0,3S+2T,5.70,-1.00,-2,-2,-2,-1,-1,-1,-1,-2,-1,4.70
owg,2018,1,1,Nicole SCHOTT,GER,5,3Lo,-,1,0,0,0,0,0,3Lo,5.61,-0.30,0,0,-1,0,-1,0,-1,-1,0,5.31
owg,2018,1,1,Nicole SCHOTT,GER,6,FCSp,4,0,0,0,0,0,0,FCSp4,3.20,0.50,1,1,1,1,1,1,1,0,1,3.70
owg,2018,1,1,Nicole SCHOTT,GER,7,StSq,4,0,0,0,0,0,0,StSq4,3.90,1.10,2,1,1,2,2,2,2,1,1,5.00
owg,2018,1,1,Mae Berenice MEITE,FRA,1,2A,-,0,0,0,0,0,0,2A,3.30,0.50,1,1,1,1,1,1,2,1,1,3.80
owg,2018,1,1,Mae Berenice MEITE,FRA,2,3F,-,0,0,0,0,0,0,3F,5.30,-0.40,-1,0,-1,0,-1,0,-1,0,-1,4.90
owg,2018,1,1,Mae Berenice MEITE,FRA,3,3Lz+2T,-,0,0,0,0,0,0,3Lz+2T,7.30,0.20,0,1,0,0,0,1,0,1,0,7.50
owg,2018,1,1,Mae Berenice MEITE,FRA,4,FCSp,4,0,0,0,0,0,0,FCSp4,3.20,0.07,1,0,0,0,0,0,1,0,0,3.27
owg,2018,1,1,Mae Berenice MEITE,FRA,5,StSq,3,0,0,0,0,0,0,StSq3,3.30,0.29,0,1,0,1,0,1,1,1,0,3.59
owg,2018,1,1,Mae Berenice MEITE,FRA,6,3Lo,-,1,0,0,0,0,0,3Lo,5.61,-0.20,-1,0,0,0,-1,0,0,0,-1,5.41
owg,2018,1,1,Mae Berenice MEITE,FRA,7,2A+3T,-,1,0,0,0,0,0,2A+3T,8.36,0.70,1,1,1,1,1,2,1,1,0,9.06
owg,2018,1,1,Gabrielle DALEMAN,CAN,1,3T+3T,-,0,0,0,0,0,0,3T+3T,8.60,-0.30,0,0,-1,-1,-1,0,1,0,-1,8.30
owg,2018,1,1,Gabrielle DALEMAN,CAN,2,3Lz,-,0,0,0,0,0,0,3Lz,6.00,-2.10,-3,-3,-3,-3,-3,-3,-3,-3,-3,3.90
owg,2018,1,1,Gabrielle DALEMAN,CAN,3,3F,-,0,0,0,1,0,0,3F,5.30,-1.50,-2,-2,-3,-2,-1,-2,-2,-3,-2,3.80
owg,2018,1,1,Gabrielle DALEMAN,CAN,4,FCSp,3,0,0,0,0,0,0,FCSp3,2.80,0.50,1,2,1,1,0,1,1,1,1,3.30
owg,2018,1,1,Gabrielle DALEMAN,CAN,5,LSp,3,0,0,0,0,0,0,LSp3,2.40,-0.09,0,-1,-1,0,-1,0,0,0,0,2.31
owg,2018,1,1,Gabrielle DALEMAN,CAN,6,3Lz+REP,-,1,0,0,0,0,0,3Lz+REP,4.62,-2.10,-3,-3,-3,-3,-3,-3,-3,-3,-3,2.52
owg,2018,1,1,Gabrielle DALEMAN,CAN,7,3Lo,-,1,0,1,0,0,0,3Lo<,3.96,-2.10,-3,-3,-3,-3,-3,-3,-3,-3,-3,1.86
owg,2018,1,1,Xiangning LI,CHN,1,3F+2T,-,0,0,0,0,0,0,3F+2T,6.60,0.40,1,1,0,1,1,0,1,0,0,7.00
owg,2018,1,1,Xiangning LI,CHN,2,3Lz+2T,-,0,0,0,0,0,0,3Lz+2T,7.30,0.10,1,0,0,0,1,0,0,0,0,7.40
owg,2018,1,1,Xiangning LI,CHN,3,3F,-,0,0,0,0,0,0,3F,5.30,-0.20,-1,0,-1,0,0,0,0,0,-1,5.10
owg,2018,1,1,Xiangning LI,CHN,4,ChSq,1,0,0,0,0,0,0,ChSq1,2.00,0.40,0,1,0,1,0,1,1,0,1,2.40
owg,2018,1,1,Xiangning LI,CHN,5,FCSp,4,0,0,0,0,0,0,FCSp4,3.20,0.71,1,1,2,1,2,1,2,2,1,3.91
owg,2018,1,1,Xiangning LI,CHN,6,3Lz,-,1,0,1,0,0,0,3Lz<,4.62,-0.70,-2,-1,-1,-1,0,-1,-1,-1,-1,3.92
owg,2018,1,1,Xiangning LI,CHN,7,2A+1Lo+3S,-,1,0,1,0,0,0,2A+1Lo<+3S<,7.48,-1.36,-3,-3,-3,-2,-2,-3,-3,-3,-2,6.12
owg,2018,1,1,Emmi PELTONEN,FIN,1,3T+3T,-,0,0,0,0,0,0,3T+3T,8.60,-0.60,-1,0,-1,-1,-1,1,-1,-1,-2,8.00
owg,2018,1,1,Emmi PELTONEN,FIN,2,3Lz,-,0,0,0,0,0,0,3Lz,6.00,-2.10,-3,-3,-3,-3,-3,-2,-3,-3,-3,3.90
owg,2018,1,1,Emmi PELTONEN,FIN,3,3Lo+2T,-,0,0,0,0,0,0,3Lo+2T,6.40,0.00,0,1,0,0,0,0,0,0,-1,6.40
owg,2018,1,1,Emmi PELTONEN,FIN,4,2A+1Lo+3S,-,0,0,1,0,0,0,2A+1Lo+3S<,6.90,-0.36,0,-1,-1,-1,0,-1,-1,-1,0,6.54
owg,2018,1,1,Emmi PELTONEN,FIN,5,2Lo,-,0,0,0,0,0,0,2Lo,1.80,0.00,0,0,0,0,-1,0,0,0,0,1.80
owg,2018,1,1,Emmi PELTONEN,FIN,6,LSp,2,0,0,0,0,0,0,LSp2,1.90,0.43,1,1,0,1,0,1,1,1,1,2.33
owg,2018,1,1,Emmi PELTONEN,FIN,7,1F,-,1,0,0,0,0,0,1F,0.55,-0.03,-1,0,0,0,0,-1,-1,0,0,0.52
