comp,year,discp,seg,skname,nat,rank,order,tss,tes,tpcs,tded,tbv,pcs1f,pcs1j1,pcs1j2,pcs1j3,pcs1j4,pcs1j5,pcs1j6,pcs1j7,pcs1j8,pcs1j9,pcs1t,pcs2f,pcs2j1,pcs2j2,pcs2j3,pcs2j4,pcs2j5,pcs2j6,pcs2j7,pcs2j8,pcs2j9,pcs2t,pcs3f,pcs3j1,pcs3j2,pcs3j3,pcs3j4,pcs3j5,pcs3j6,pcs3j7,pcs3j8,pcs3j9,pcs3t,pcs4f,pcs4j1,pcs4j2,pcs4j3,pcs4j4,pcs4j5,pcs4j6,pcs4j7,pcs4j8,pcs4j9,pcs4t,pcs5f,pcs5j1,pcs5j2,pcs5j3,pcs5j4,pcs5j5,pcs5j6,pcs5j7,pcs5j8,pcs5j9,pcs5t,
owg,2018,1,1,Evgenia MEDVEDEVA,OAR,1,24,156.65,79.18,77.47,0.00,62.33,1.60,9.50,9.50,9.75,9.75,9.50,9.75,9.50,9.50,9.50,9.57,1.60,9.25,9.50,9.50,9.75,9.25,9.50,9.25,9.50,9.50,9.43,1.60,9.50,9.75,10.00,10.00,9.50,10.00,9.75,9.75,10.00,9.82,1.60,9.50,10.00,9.75,10.00,9.50,9.75,9.75,9.50,9.75,9.71,1.60,9.75,10.00,10.00,10.00,9.50,10.00,9.75,9.75,10.00,9.89,
owg,2018,1,1,Alina ZAGITOVA,OAR,2,22,156.65,81.62,75.03,0.00,66.01,1.60,9.00,9.25,9.50,9.50,9.00,9.50,9.25,9.50,9.25,9.32,1.60,9.25,9.00,9.25,9.25,9.00,9.25,9.25,9.25,9.25,9.21,1.60,9.50,9.50,9.75,9.75,9.50,9.75,9.25,9.75,9.50,9.61,1.60,9.00,9.25,9.75,9.50,9.25,9.50,9.50,9.00,9.00,9.29,1.60,9.50,9.00,9.75,9.50,9.25,9.75,9.50,9.75,9.00,9.46,
owg,2018,1,1,Kaetlyn OSMOND,CAN,3,23,152.15,76.50,75.65,0.00,62.12,1.60,9.75,9.25,9.75,9.25,9.75,9.00,9.50,9.50,9.50,9.50,1.60,9.50,8.75,9.50,8.75,9.50,8.75,9.25,9.50,9.25,9.21,1.60,9.75,9.00,10.00,9.25,9.75,9.25,9.50,9.75,9.75,9.57,1.60,9.50,9.00,9.75,8.75,9.75,8.75,9.50,9.75,9.50,9.39,1.60,9.75,9.25,9.75,9.00,9.75,9.25,9.75,9.75,9.75,9.61,
owg,2018,1,1,Satoko MIYAHARA,JPN,4,19,146.44,75.20,71.24,0.00,62.84,1.60,9.00,9.00,9.25,8.75,9.00,8.75,8.75,9.00,9.00,8.93,1.60,9.00,8.50,8.75,8.50,8.50,8.50,8.50,9.25,8.75,8.64,1.60,9.25,9.00,9.25,9.00,9.00,9.00,9.00,9.50,9.00,9.07,1.60,9.25,8.75,9.00,8.50,9.00,8.75,8.75,9.25,8.75,8.89,1.60,9.25,8.75,9.00,9.00,9.25,9.00,8.75,9.50,8.75,9.00,
owg,2018,1,1,Carolina KOSTNER,ITA,5,20,139.29,63.64,75.65,0.00,56.04,1.60,9.25,9.50,9.75,9.50,9.50,9.50,9.50,9.50,9.25,9.46,1.60,9.00,9.25,9.50,9.25,9.25,9.00,9.25,9.50,9.25,9.25,1.60,9.25,9.25,9.75,9.50,9.50,9.25,9.00,9.50,9.75,9.43,1.60,9.50,9.75,9.75,9.25,9.75,9.25,9.75,9.50,9.50,9.57,1.60,9.50,9.50,9.75,9.50,9.50,9.50,9.50,9.75,9.75,9.57,
owg,2018,1,1,Kaori SAKAMOTO,JPN,6,21,136.53,68.42,68.11,0.00,60.81,1.60,8.50,8.75,9.00,8.50,8.50,8.50,8.75,8.50,8.50,8.57,1.60,8.25,8.50,8.50,8.25,8.00,7.75,8.50,8.50,8.50,8.36,1.60,8.50,8.50,8.75,8.25,8.25,8.00,9.00,8.50,8.75,8.50,1.60,8.75,8.25,8.75,8.25,8.75,8.50,9.25,8.25,8.75,8.57,1.60,8.25,8.50,8.75,8.50,8.75,8.00,9.25,8.50,8.75,8.57,
owg,2018,1,1,Maria SOTSKOVA,OAR,7,13,134.24,66.94,67.30,0.00,59.01,1.60,8.50,8.50,8.50,8.50,7.75,8.25,8.25,8.50,8.25,8.39,1.60,8.25,8.25,8.25,8.25,7.75,8.00,7.75,8.25,8.25,8.14,1.60,8.75,8.75,8.75,8.50,8.00,8.50,8.00,8.75,8.50,8.54,1.60,8.50,8.50,8.50,8.50,8.25,8.50,8.25,8.25,8.75,8.43,1.60,8.25,8.75,8.75,8.75,8.00,8.75,8.50,8.50,8.50,8.57,
owg,2018,1,1,Dabin CHOI,KOR,8,17,131.49,68.74,62.75,0.00,61.87,1.60,7.75,7.75,8.00,7.50,7.75,8.25,7.75,7.75,8.75,7.86,1.60,7.25,7.25,7.75,7.50,7.25,7.75,8.00,7.50,8.00,7.57,1.60,7.50,7.75,8.00,7.75,8.00,8.00,8.50,8.25,8.50,8.04,1.60,7.50,7.50,8.00,7.75,8.00,8.00,8.00,7.75,8.25,7.86,1.60,7.25,7.25,8.00,7.75,7.75,8.00,8.25,8.25,8.25,7.89,
owg,2018,1,1,Bradie TENNELL,USA,9,15,128.34,65.41,62.93,0.00,59.91,1.60,7.75,7.75,8.00,7.75,8.00,8.00,8.00,8.00,8.75,7.93,1.60,7.50,7.25,7.50,7.50,8.00,7.75,7.75,7.75,8.50,7.68,1.60,7.25,7.50,7.75,7.50,7.75,8.00,8.25,7.75,8.50,7.79,1.60,7.50,7.50,8.00,7.50,8.25,8.25,8.50,7.75,8.25,7.93,1.60,7.25,7.50,8.00,7.75,8.25,8.50,8.25,8.00,8.25,8.00,
owg,2018,1,1,Hanul KIM,KOR,10,4,121.38,67.03,54.35,0.00,61.79,1.60,7.25,6.50,7.25,6.75,7.00,7.00,7.00,7.25,6.50,6.96,1.60,6.50,6.00,7.00,6.50,6.25,6.50,6.25,7.00,6.25,6.46,1.60,7.00,6.75,7.25,7.00,6.75,7.25,7.00,7.50,6.50,7.00,1.60,6.75,6.25,7.00,6.75,6.25,7.00,6.50,6.75,6.75,6.68,1.60,6.75,6.25,7.00,7.00,6.75,7.25,6.75,7.25,6.50,6.86,
owg,2018,1,1,Karen CHEN,USA,11,14,119.75,56.65,64.10,-1.00,54.95,1.60,7.75,8.50,8.00,7.75,8.50,8.00,8.25,8.25,8.50,8.18,1.60,7.50,7.75,7.75,7.50,7.50,7.50,7.50,8.00,8.50,7.64,1.60,8.00,8.00,8.00,7.25,7.50,8.00,8.25,8.00,8.75,7.96,1.60,8.25,8.25,8.00,7.75,8.00,8.25,7.75,8.00,8.25,8.07,1.60,8.25,8.00,8.25,8.00,8.25,8.50,7.50,8.25,8.50,8.21,
owg,2018,1,1,Mirai NAGASU,USA,12,18,119.61,57.56,62.05,0.00,50.63,1.60,8.00,8.25,8.25,8.00,7.75,8.50,8.25,8.00,8.25,8.14,1.60,7.00,7.50,7.75,7.25,7.00,8.25,7.00,7.75,8.25,7.50,1.60,7.25,7.75,8.00,7.50,7.00,7.75,8.00,7.75,8.00,7.71,1.60,7.50,8.00,8.25,7.50,7.50,8.00,7.50,7.75,8.00,7.75,1.60,7.25,7.75,8.25,7.75,7.25,7.75,7.50,7.75,8.00,7.68,
owg,2018,1,1,Elizabet TURSYNBAEVA,KAZ,13,7,118.30,60.50,58.80,-1.00,57.79,1.60,7.25,7.50,7.50,7.75,7.50,7.50,7.25,7.25,6.75,7.39,1.60,7.50,7.25,7.25,7.50,6.75,7.25,6.75,7.00,6.75,7.11,1.60,7.50,7.50,7.50,7.75,7.00,7.50,7.50,7.25,7.00,7.39,1.60,7.50,7.50,7.50,8.00,7.25,7.75,7.00,7.25,7.25,7.43,1.60,7.75,7.25,7.50,8.00,7.25,7.75,7.25,7.25,7.00,7.43,
owg,2018,1,1,Loena HENDRICKX,BEL,14,2,116.72,60.73,55.99,0.00,55.50,1.60,7.00,7.25,7.00,7.25,6.75,7.00,7.25,7.25,6.25,7.07,1.60,7.25,6.75,6.75,7.00,6.50,6.25,7.00,6.75,6.25,6.71,1.60,7.50,7.00,7.25,7.25,7.00,6.75,6.75,7.50,7.00,7.11,1.60,7.50,7.00,7.00,7.00,7.00,6.75,7.25,6.75,6.75,6.96,1.60,7.75,7.25,7.25,7.25,7.00,7.00,7.00,7.25,7.00,7.14,
owg,2018,1,1,Nicole RAJICOVA,SVK,15,11,114.60,57.80,56.80,0.00,55.28,1.60,6.75,7.25,7.50,7.50,6.75,6.75,7.25,7.25,7.00,7.11,1.60,6.50,7.00,7.25,7.25,6.25,6.50,6.75,7.25,7.00,6.89,1.60,7.00,7.25,7.75,7.75,6.50,7.00,7.00,7.50,7.25,7.25,1.60,6.75,7.50,7.50,7.25,6.50,6.75,6.75,7.25,7.00,7.04,1.60,7.25,7.25,7.75,7.50,6.50,7.00,7.00,7.25,7.25,7.21,
owg,2018,1,1,Kailani CRAINE,AUS,16,9,111.84,57.89,53.95,0.00,56.27,1.60,6.50,6.50,6.75,7.00,6.75,6.50,6.75,7.00,6.25,6.68,1.60,6.75,6.25,6.50,6.75,6.50,6.00,6.75,7.00,6.25,6.54,1.60,7.25,6.75,7.00,7.00,7.25,6.75,7.00,7.25,6.75,7.00,1.60,6.75,6.25,6.75,6.75,7.25,6.50,6.50,6.75,6.50,6.64,1.60,7.00,6.25,7.00,7.00,7.50,6.25,6.75,7.25,6.75,6.86,
owg,2018,1,1,Nicole SCHOTT,GER,17,10,109.26,52.68,56.58,0.00,50.99,1.60,6.75,7.00,7.00,7.25,7.50,7.00,7.25,7.00,6.75,7.04,1.60,7.00,6.50,6.75,7.00,7.50,6.75,7.00,6.50,6.75,6.82,1.60,7.00,6.75,7.00,7.25,7.25,7.25,6.75,7.00,7.00,7.04,1.60,7.25,7.00,7.00,7.50,7.50,7.00,7.50,6.75,7.00,7.18,1.60,7.50,6.75,7.25,7.50,7.75,7.25,7.25,7.00,7.25,7.29,
owg,2018,1,1,Mae Berenice MEITE,FRA,18,3,106.25,55.13,52.12,-1.00,55.71,1.60,6.25,6.50,6.50,6.75,6.25,6.75,6.75,6.50,6.00,6.50,1.60,6.25,6.25,6.25,6.50,6.25,6.50,6.25,6.25,6.00,6.29,1.60,6.50,6.25,6.50,6.50,6.75,7.00,6.75,7.00,6.25,6.61,1.60,6.50,6.50,6.50,6.75,6.25,6.75,6.50,6.75,6.00,6.54,1.60,6.50,6.50,6.50,6.50,6.50,7.00,7.00,7.25,6.00,6.64,
owg,2018,1,1,Gabrielle DALEMAN,CAN,19,16,103.56,45.81,61.75,-4.00,50.89,1.60,8.50,8.25,7.75,8.00,7.50,8.25,8.00,8.00,7.75,8.00,1.60,8.50,7.50,7.25,7.50,7.00,7.75,7.50,8.00,8.00,7.64,1.60,7.75,7.50,7.00,7.50,6.75,7.50,6.75,7.75,7.75,7.39,1.60,8.50,7.75,7.50,7.50,7.50,8.50,8.25,8.00,8.00,7.93,1.60,8.00,7.50,7.25,7.75,6.75,8.00,7.50,7.75,7.75,7.64,
owg,2018,1,1,Xiangning LI,CHN,20,5,101.97,50.56,51.41,0.00,50.63,1.60,6.75,6.25,6.50,6.75,7.25,6.75,5.75,6.75,6.25,6.57,1.60,6.50,5.75,6.00,6.50,6.50,6.25,5.50,6.75,6.00,6.21,1.60,6.25,6.25,6.50,6.75,6.75,6.75,5.75,6.75,6.00,6.46,1.60,6.50,6.00,6.25,7.00,7.25,6.50,5.50,6.25,6.25,6.39,1.60,6.50,6.00,6.50,7.00,7.25,6.50,5.25,7.00,6.00,6.50,
owg,2018,1,1,Emmi PELTONEN,FIN,21,8,101.86,46.41,56.45,-1.00,46.88,1.60,7.25,7.25,7.00,7.00,7.75,7.00,7.50,7.00,7.00,7.14,1.60,6.50,6.75,6.50,7.00,6.75,6.75,6.75,7.25,7.00,6.79,1.60,6.75,6.75,7.25,6.75,7.00,7.25,6.75,7.50,7.25,7.00,1.60,7.00,7.00,6.75,7.25,7.50,7.25,7.00,7.00,7.00,7.07,1.60,7.25,6.75,7.25,7.50,7.50,7.25,7.00,7.50,7.25,7.29,
owg,2018,1,1,Alexia PAGANINI,SUI,22,1,101.00,50.94,50.06,0.00,50.63,1.60,6.50,6.50,6.50,6.50,6.50,6.25,6.25,6.50,6.25,6.43,1.60,6.00,6.00,6.25,6.00,5.75,5.25,6.00,6.50,6.00,6.00,1.60,6.25,6.25,6.50,6.50,6.25,6.00,6.00,7.00,6.25,6.29,1.60,6.50,6.50,6.50,6.25,6.50,6.00,5.75,6.50,6.00,6.32,1.60,6.25,6.25,6.50,6.50,6.00,6.25,5.50,6.75,6.00,6.25,
owg,2018,1,1,Ivett TOTH,HUN,23,6,97.21,49.82,50.39,-3.00,52.80,1.60,6.25,6.25,5.75,6.75,6.50,6.25,6.00,6.75,6.25,6.32,1.60,6.50,6.00,5.50,6.50,6.50,6.25,6.25,6.25,6.25,6.29,1.60,6.25,6.00,5.75,6.50,6.25,6.50,6.00,6.50,6.00,6.21,1.60,6.75,6.25,5.75,7.00,6.75,6.50,5.75,6.50,6.25,6.39,1.60,6.50,6.25,5.75,6.75,6.50,6.25,5.50,6.75,6.00,6.29,
owg,2018,1,1,Isadora WILLIAMS,BRA,24,12,88.44,38.39,51.05,-1.00,43.33,1.60,5.75,6.50,6.50,6.75,7.00,6.50,6.00,6.50,6.25,6.43,1.60,6.00,6.25,6.25,6.50,6.25,6.00,5.75,6.25,6.25,6.18,1.60,5.75,6.25,6.50,6.50,6.50,6.25,6.00,6.75,6.50,6.36,1.60,6.50,6.50,6.50,6.75,7.00,6.00,6.00,6.75,6.00,6.43,1.60,6.25,6.25,6.75,6.75,6.75,6.25,6.25,6.75,6.50,6.50,
owg,2018,0,0,Yuzuru HANYU,JPN,1,25,111.68,63.18,48.50,0.00,49.01,1.00,10.00,9.75,10.00,9.75,9.75,9.50,9.50,9.75,9.50,9.71,1.00,9.00,9.50,9.75,9.50,9.50,9.25,8.75,9.75,9.50,9.43,1.00,10.00,9.75,10.00,10.00,9.75,9.75,9.75,10.00,9.75,9.86,1.00,9.50,10.00,9.75,9.75,9.75,9.75,9.50,10.00,9.75,9.75,1.00,9.50,9.75,9.75,10.00,9.75,9.75,9.50,10.00,9.75,9.75,
owg,2018,0,0,Javier FERNANDEZ,ESP,2,29,107.58,59.79,47.79,0.00,47.75,1.00,10.00,9.50,9.50,9.50,9.25,9.50,9.00,9.25,9.00,9.36,1.00,9.50,9.50,9.50,9.50,9.00,9.50,9.00,9.25,9.25,9.36,1.00,10.00,9.75,10.00,10.00,9.25,9.50,9.50,9.75,9.50,9.71,1.00,10.00,10.00,9.50,10.00,9.50,9.75,9.25,9.50,9.50,9.68,1.00,10.00,9.75,10.00,9.75,9.50,9.75,9.50,9.50,9.25,9.68,
owg,2018,0,0,Shoma UNO,JPN,3,28,104.17,58.13,46.04,0.00,50.71,1.00,9.00,9.25,10.00,9.25,9.50,9.25,9.25,9.25,9.25,9.29,1.00,8.75,8.75,9.50,9.25,9.25,9.00,9.00,8.75,9.00,9.00,1.00,9.00,9.00,9.75,9.50,9.25,9.25,9.25,9.25,9.25,9.25,1.00,9.00,9.00,9.50,9.50,9.50,9.25,9.25,9.25,9.25,9.29,1.00,8.75,8.75,10.00,9.50,9.25,9.50,9.25,9.25,9.00,9.21,
owg,2018,0,0,Boyang JIN,CHN,4,30,103.32,60.27,43.05,0.00,51.15,1.00,8.25,8.75,9.00,8.75,9.00,8.50,9.00,8.50,9.25,8.79,1.00,7.75,8.00,8.50,8.75,8.50,8.00,8.50,7.75,9.25,8.29,1.00,8.00,8.50,9.00,9.00,9.00,8.50,8.75,9.00,9.50,8.82,1.00,8.00,8.25,8.75,8.75,9.00,8.50,8.50,7.75,9.50,8.54,1.00,7.75,8.50,8.75,9.25,8.75,8.50,8.75,7.75,9.50,8.61,
owg,2018,0,0,Dmitri ALIEV,OAR,5,20,98.98,56.98,42.00,0.00,50.55,1.00,8.00,8.75,8.50,8.25,8.75,8.50,9.00,8.00,8.25,8.43,1.00,7.50,8.25,8.00,8.00,8.50,8.25,8.50,7.75,8.00,8.11,1.00,8.00,8.50,8.50,8.50,8.75,8.50,9.25,8.25,8.50,8.50,1.00,8.00,8.75,8.25,8.50,8.75,8.50,9.00,8.25,8.50,8.50,1.00,7.75,8.50,8.00,8.75,8.75,8.75,9.00,8.25,8.25,8.46,
owg,2018,0,0,Patrick CHAN,CAN,6,21,90.01,45.08,45.93,-1.00,40.29,1.00,9.50,9.50,9.50,9.25,9.25,9.25,9.25,9.50,9.00,9.36,1.00,9.00,9.00,9.25,9.25,9.00,8.75,9.75,9.25,8.75,9.07,1.00,9.00,9.00,9.25,9.00,9.00,8.50,9.50,9.00,8.75,9.00,1.00,9.75,9.25,9.25,9.25,9.25,9.00,9.50,9.50,9.00,9.29,1.00,9.25,9.25,9.50,9.00,9.00,8.75,9.50,9.50,9.00,9.21,
owg,2018,0,0,Adam RIPPON,USA,7,19,87.95,44.48,43.47,0.00,38.30,1.00,8.75,8.50,9.00,8.25,8.50,8.75,8.75,8.50,8.25,8.57,1.00,8.75,8.25,8.75,8.25,8.50,8.50,8.50,8.00,8.25,8.43,1.00,9.00,8.75,9.25,8.75,8.75,8.75,9.50,8.75,8.50,8.86,1.00,8.75,8.25,9.00,8.50,8.75,8.75,9.00,8.50,8.50,8.68,1.00,9.25,8.75,9.25,8.75,9.00,9.00,9.25,8.50,8.50,8.93,
owg,2018,0,0,Mikhail KOLYADA,OAR,8,27,86.69,43.84,43.85,-1.00,39.25,1.00,8.00,9.25,8.75,9.00,9.25,8.75,9.25,9.00,8.75,8.96,1.00,7.75,8.75,8.25,8.75,9.25,8.50,8.75,8.25,8.50,8.54,1.00,7.75,8.75,8.25,9.00,9.00,8.25,9.25,9.00,8.25,8.64,1.00,8.50,9.25,8.50,8.75,9.25,8.75,9.50,8.50,8.75,8.82,1.00,8.00,9.25,8.75,9.25,9.25,8.75,9.25,8.50,8.50,8.89,
owg,2018,0,0,Michal BREZINA,CZE,9,13,85.15,44.34,40.81,0.00,38.63,1.00,8.25,8.75,8.25,8.25,8.25,8.50,8.00,7.75,8.25,8.25,1.00,7.25,8.25,7.75,8.00,8.25,8.00,7.50,7.75,8.00,7.89,1.00,8.00,8.75,8.50,8.50,8.25,8.25,8.00,8.00,8.25,8.25,1.00,8.00,8.50,8.00,8.50,8.50,8.50,7.75,7.75,8.25,8.21,1.00,7.75,8.50,8.25,8.50,8.50,8.25,8.25,7.50,8.00,8.21,
owg,2018,0,0,Keegan MESSING,CAN,10,12,85.11,45.50,40.61,-1.00,42.00,1.00,8.00,9.50,8.00,7.75,7.25,8.25,8.75,7.75,7.75,8.04,1.00,7.50,9.00,8.00,7.50,7.25,8.50,8.75,7.75,7.75,7.96,1.00,7.75,9.25,8.00,8.00,7.00,8.25,9.00,8.00,7.50,8.07,1.00,8.00,9.50,8.25,7.75,7.50,8.50,9.00,8.50,8.00,8.29,1.00,8.00,9.50,8.25,7.75,7.00,8.75,9.00,8.00,8.00,8.25,
owg,2018,0,0,Jorik HENDRICKX,BEL,11,17,84.74,44.17,40.57,0.00,38.44,1.00,7.75,8.00,8.50,7.75,8.00,8.00,8.25,8.00,7.75,7.96,1.00,7.75,7.75,8.25,7.50,7.75,8.25,8.25,8.00,7.50,7.89,1.00,7.75,8.50,8.75,8.00,7.75,8.50,8.75,8.50,7.75,8.25,1.00,8.00,8.25,8.50,7.50,8.00,8.25,8.75,8.25,8.00,8.18,1.00,8.00,8.50,8.75,7.75,8.25,8.50,8.75,8.00,8.00,8.29,
